time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,geom,location,address,state,country
2022-10-11T05:57:28.160Z,36.2096667,-117.911,0.09,1.51,ml,15.0,106.0,0.1969,0.21,ci,ci40358984,2022-10-11T13:04:34.646Z,"12km SE of Olancha, CA",earthquake,0.39,1.34,0.187,15.0,reviewed,ci,ci,"-117.911,36.2096667","Cactus Flats Road, Inyo County, California, United States","{'road': 'Cactus Flats Road', 'county': 'Inyo County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T05:54:30.032Z,60.9691,-151.3903,56.1,1.6,ml,,,,0.92,ak,ak022d1rxd97,2022-10-11T05:57:03.941Z,"17 km SW of Tyonek, Alaska",earthquake,,0.7,,,automatic,ak,ak,"-151.3903,60.9691","Kenai Peninsula, Alaska, United States","{'county': 'Kenai Peninsula', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-11T05:49:47.590Z,38.8368333,-122.8,2.05,0.46,md,16.0,66.0,0.007704,0.02,nc,nc73792056,2022-10-12T23:36:28.055Z,"7km WNW of Cobb, CA",earthquake,0.25,0.45,0.105,5.0,reviewed,nc,nc,"-122.8,38.8368333","Lake County, California, United States","{'county': 'Lake County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T05:48:29.800Z,33.2913333,-116.7446667,12.78,1.11,ml,47.0,29.0,0.05645,0.18,ci,ci40358976,2022-10-11T13:04:36.920Z,"6km NNE of Lake Henshaw, CA",earthquake,0.24,0.68,0.138,25.0,reviewed,ci,ci,"-116.7446667,33.2913333","San Diego County, California, United States","{'county': 'San Diego County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T05:43:11.048Z,59.9825,-152.8798,96.4,1.5,ml,,,,0.33,ak,ak022d1ruyww,2022-10-11T05:45:07.722Z,"63 km WNW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak,"-152.8798,59.9825","Kenai Peninsula, Alaska, United States","{'county': 'Kenai Peninsula', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-11T05:42:21.440Z,44.7813333,-110.827,5.9,0.19,md,6.0,188.0,0.01814,0.17,uu,uu60519957,2022-10-11T13:46:16.210Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.77,0.99,0.105,3.0,reviewed,uu,uu,"-110.827,44.7813333","Park County, Wyoming, United States","{'county': 'Park County', 'state': 'Wyoming', 'ISO3166-2-lvl4': 'US-WY', 'country': 'United States', 'country_code': 'us'}",Wyoming,United States
2022-10-11T05:42:07.760Z,44.7606667,-111.0966667,2.18,-0.47,md,5.0,129.0,0.0716,0.13,uu,uu60031909,2022-10-11T13:51:58.320Z,"7 km E of Hebgen Lake Estates, Montana",earthquake,0.48,9.79,0.071,4.0,reviewed,uu,uu,"-111.0966667,44.7606667","Fs 1780, Gallatin County, Montana, United States","{'road': 'Fs 1780', 'county': 'Gallatin County', 'state': 'Montana', 'ISO3166-2-lvl4': 'US-MT', 'country': 'United States', 'country_code': 'us'}",Montana,United States
2022-10-11T05:32:14.240Z,38.8188324,-122.7669983,-0.19,0.85,md,6.0,172.0,0.01184,0.05,nc,nc73792051,2022-10-11T05:33:49.081Z,"4km W of Cobb, CA",earthquake,0.44,1.37,,1.0,automatic,nc,nc,"-122.7669983,38.8188324","Lake County, California, 95426, United States","{'county': 'Lake County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '95426', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T05:31:05.770Z,38.7986679,-122.7518311,2.37,0.46,md,9.0,96.0,0.006461,0.02,nc,nc73792046,2022-10-11T05:32:39.116Z,"2km N of The Geysers, CA",earthquake,0.35,0.86,0.41,2.0,automatic,nc,nc,"-122.7518311,38.7986679","Sonoma County, CAL Fire Northern Region, California, United States","{'county': 'Sonoma County', 'state_district': 'CAL Fire Northern Region', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T05:31:05.740Z,38.1754,-117.7636,1.8,0.8,ml,13.0,187.08,0.108,0.1683,nn,nn00848986,2022-10-11T21:17:51.313Z,Nevada,earthquake,,1.5,0.22,3.0,reviewed,nn,nn,"-117.7636,38.1754","Esmeralda County, Nevada, United States","{'county': 'Esmeralda County', 'state': 'Nevada', 'ISO3166-2-lvl4': 'US-NV', 'country': 'United States', 'country_code': 'us'}",Nevada,United States
2022-10-11T05:23:19.078Z,41.948,-119.5437,8.0,1.5,ml,5.0,211.82,0.567,0.114,nn,nn00849050,2022-10-11T23:40:26.177Z,"51 km E of Fort Bidwell, California",earthquake,,6.6,0.58,4.0,reviewed,nn,nn,"-119.5437,41.948","Washoe County, Nevada, United States","{'county': 'Washoe County', 'state': 'Nevada', 'ISO3166-2-lvl4': 'US-NV', 'country': 'United States', 'country_code': 'us'}",Nevada,United States
2022-10-11T05:22:01.799Z,64.3752,-147.1547,2.8,1.1,ml,,,,0.53,ak,ak022d1rqg5u,2022-10-11T05:24:05.935Z,"20 km SW of Salcha, Alaska",earthquake,,0.3,,,automatic,ak,ak,"-147.1547,64.3752","Fairbanks North Star, Alaska, United States","{'county': 'Fairbanks North Star', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-11T05:21:38.650Z,37.4136667,-118.5665,12.46,0.94,md,13.0,89.0,0.06045,0.03,nc,nc73792041,2022-10-11T20:19:42.837Z,"3km E of Round Valley, CA",earthquake,0.34,0.96,0.328,13.0,reviewed,nc,nc,"-118.5665,37.4136667","Pine Creek Road, Round Valley, Inyo County, California, United States","{'road': 'Pine Creek Road', 'hamlet': 'Round Valley', 'county': 'Inyo County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T05:14:02.845Z,38.718,-118.755,8.9,0.6,ml,12.0,170.86,0.203,0.1196,nn,nn00849049,2022-10-11T23:34:12.272Z,California-Nevada border region,earthquake,,4.3,0.27,3.0,reviewed,nn,nn,"-118.755,38.718","Mineral County, Nevada, United States","{'county': 'Mineral County', 'state': 'Nevada', 'ISO3166-2-lvl4': 'US-NV', 'country': 'United States', 'country_code': 'us'}",Nevada,United States
2022-10-11T04:57:00.270Z,19.1968326568604,-155.383163452148,32.8800010681152,2.08,ml,46.0,163.0,,0.129999995,hv,hv73174212,2022-10-11T22:05:20.040Z,"10 km E of Pāhala, Hawaii",earthquake,0.7,0.910000026,4.77,5.0,automatic,hv,hv,"-155.383163452148,19.1968326568604","Waiwelawela Point, Hawaiʻi County, Hawaii, United States","{'locality': 'Waiwelawela Point', 'county': 'Hawaiʻi County', 'state': 'Hawaii', 'ISO3166-2-lvl4': 'US-HI', 'country': 'United States', 'country_code': 'us'}",Hawaii,United States
2022-10-11T04:54:58.958Z,47.0177,-114.4414,10.0,1.8,ml,14.0,49.0,0.392,0.94,us,us6000ismn,2022-10-11T05:03:46.040Z,western Montana,earthquake,1.61,2.01,0.077,22.0,reviewed,us,us,"-114.4414,47.0177","Mineral County, Montana, United States","{'county': 'Mineral County', 'state': 'Montana', 'ISO3166-2-lvl4': 'US-MT', 'country': 'United States', 'country_code': 'us'}",Montana,United States
2022-10-11T04:54:52.380Z,18.8305,-64.3931666666667,6.83,3.37,md,9.0,303.0,,0.1,pr,pr71376183,2022-10-11T05:35:37.870Z,"69 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,1.09,1.11,0.0454617099456895,4.0,reviewed,pr,pr,"-64.3931666666667,18.8305",British Virgin Islands,"{'country': 'British Virgin Islands', 'country_code': 'vg'}",,British Virgin Islands
2022-10-11T04:48:16.590Z,59.358,-153.432166666667,-1.2,0.43,ml,7.0,143.0,,0.23,av,av91074263,2022-10-12T00:54:52.150Z,Southern Alaska,earthquake,0.3,0.84,0.137125241460522,7.0,reviewed,av,av,"-153.432166666667,59.358","Kenai Peninsula, Alaska, United States","{'county': 'Kenai Peninsula', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-11T04:43:23.350Z,19.200834274292,-155.474670410156,35.0200004577637,2.02999997,md,41.0,90.0,,0.119999997,hv,hv73174202,2022-10-11T04:46:37.600Z,"0 km ESE of Pāhala, Hawaii",earthquake,0.51,0.74000001,0.349999994,13.0,automatic,hv,hv,"-155.474670410156,19.200834274292","Maile Street, Pahala CDP, Hawaiʻi County, Hawaii, 96777, United States","{'road': 'Maile Street', 'town': 'Pahala CDP', 'county': 'Hawaiʻi County', 'state': 'Hawaii', 'ISO3166-2-lvl4': 'US-HI', 'postcode': '96777', 'country': 'United States', 'country_code': 'us'}",Hawaii,United States
2022-10-11T04:43:20.530Z,35.6763333,-117.5153333,6.47,0.97,ml,20.0,92.0,0.1543,0.12,ci,ci40358968,2022-10-12T18:46:42.400Z,"14km SW of Searles Valley, CA",earthquake,0.21,0.88,0.071,9.0,reviewed,ci,ci,"-117.5153333,35.6763333","Court Access Road, San Bernardino County, California, United States","{'road': 'Court Access Road', 'county': 'San Bernardino County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T04:32:09.090Z,33.4915,-116.5063333,10.28,0.38,ml,18.0,71.0,0.06898,0.11,ci,ci40358960,2022-10-12T18:09:58.624Z,"17km ESE of Anza, CA",earthquake,0.26,0.53,0.177,7.0,reviewed,ci,ci,"-116.5063333,33.4915","Riverside County, California, United States","{'county': 'Riverside County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T04:25:34.699Z,39.35,-119.9647,5.7,1.0,ml,17.0,59.15,0.072,0.1392,nn,nn00848983,2022-10-11T20:59:14.593Z,Nevada,earthquake,,1.5,0.23,7.0,reviewed,nn,nn,"-119.9647,39.35","Bronco Canyon, Washoe County, Nevada, United States","{'road': 'Bronco Canyon', 'county': 'Washoe County', 'state': 'Nevada', 'ISO3166-2-lvl4': 'US-NV', 'country': 'United States', 'country_code': 'us'}",Nevada,United States
2022-10-11T04:22:34.060Z,17.9573333333333,-66.8251666666667,10.27,2.3,md,13.0,207.0,,0.09,pr,pr71376178,2022-10-11T04:58:33.280Z,"4 km S of Indios, Puerto Rico",earthquake,0.45,0.43,0.0029871409929547,3.0,reviewed,pr,pr,"-66.8251666666667,17.9573333333333","Meseta, Boca, Guayanilla, Puerto Rico, 09656, United States","{'road': 'Meseta', 'city_district': 'Boca', 'town': 'Guayanilla', 'state': 'Puerto Rico', 'ISO3166-2-lvl4': 'US-PR', 'postcode': '09656', 'country': 'United States', 'country_code': 'us'}",Puerto Rico,United States
2022-10-11T04:11:32.283Z,64.7434,-147.5387,0.0,0.7,ml,,,,0.65,ak,ak022d1r2q18,2022-10-11T04:13:31.507Z,"6 km S of Badger, Alaska",earthquake,,0.6,,,automatic,ak,ak,"-147.5387,64.7434","Fairbanks North Star, Alaska, United States","{'county': 'Fairbanks North Star', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-11T04:03:28.600Z,37.712,-77.7113333,11.44,2.17,md,12.0,71.0,0.284,0.14,se,se60411026,2022-10-12T08:30:59.748Z,Virginia,earthquake,0.48,0.83,0.083,9.0,reviewed,se,se,"-77.7113333,37.712","Manakin Road, Hanover County, Virginia, 23146, United States","{'road': 'Manakin Road', 'county': 'Hanover County', 'state': 'Virginia', 'ISO3166-2-lvl4': 'US-VA', 'postcode': '23146', 'country': 'United States', 'country_code': 'us'}",Virginia,United States
2022-10-11T04:00:52.540Z,46.80466666666667,-121.915,10.08,1.92,ml,43.0,31.0,0.04376,0.18,uw,uw61878217,2022-10-11T04:37:24.040Z,"10 km ENE of Ashford, Washington",earthquake,0.22,0.35,0.2036180095371429,33.0,reviewed,uw,uw,"-121.915,46.80466666666667","Pierce County, Washington, United States","{'county': 'Pierce County', 'state': 'Washington', 'ISO3166-2-lvl4': 'US-WA', 'country': 'United States', 'country_code': 'us'}",Washington,United States
2022-10-11T03:47:20.070Z,41.7336667,-112.2265,6.53,0.84,md,19.0,56.0,0.1426,0.15,uu,uu60519952,2022-10-11T13:22:33.800Z,"5 km W of Garland, Utah",earthquake,0.31,1.49,0.181,14.0,reviewed,uu,uu,"-112.2265,41.7336667","North 4000 West, Tremonton, Box Elder County, Utah, 84337, United States","{'road': 'North 4000 West', 'village': 'Tremonton', 'county': 'Box Elder County', 'state': 'Utah', 'ISO3166-2-lvl4': 'US-UT', 'postcode': '84337', 'country': 'United States', 'country_code': 'us'}",Utah,United States
2022-10-11T03:46:59.574Z,61.2593,-146.8207,0.6,1.5,ml,,,,0.68,ak,ak022d1qou30,2022-10-11T16:44:21.520Z,"29 km WNW of Valdez, Alaska",earthquake,,0.4,,,reviewed,ak,ak,"-146.8207,61.2593","Chugach, Alaska, United States","{'county': 'Chugach', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-11T03:46:54.830Z,44.7801667,-110.8231667,6.0,0.95,ml,9.0,173.0,0.02111,0.14,uu,uu60519947,2022-10-11T13:41:05.870Z,"23 km SSW of Mammoth, Wyoming",earthquake,0.46,0.58,0.458,3.0,reviewed,uu,uu,"-110.8231667,44.7801667","Park County, Wyoming, United States","{'county': 'Park County', 'state': 'Wyoming', 'ISO3166-2-lvl4': 'US-WY', 'country': 'United States', 'country_code': 'us'}",Wyoming,United States
2022-10-11T03:46:23.950Z,37.5646667,-118.9278333,8.81,0.19,md,11.0,155.0,0.06443,0.04,nc,nc73792031,2022-10-11T20:05:10.888Z,"9km SSE of Mammoth Lakes, CA",earthquake,0.53,1.69,0.193,9.0,reviewed,nc,nc,"-118.9278333,37.5646667","Mono County, California, United States","{'county': 'Mono County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T03:45:49.490Z,36.454,-121.0283333,7.81,1.23,md,30.0,73.0,0.02393,0.12,nc,nc73792026,2022-10-11T20:23:13.726Z,"13km SE of Pinnacles, CA",earthquake,0.28,0.46,0.12,17.0,reviewed,nc,nc,"-121.0283333,36.454","San Benito County, California, United States","{'county': 'San Benito County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T03:44:50.180Z,37.5666667,-118.9271667,8.69,0.11,md,7.0,255.0,0.07301,0.01,nc,nc73792021,2022-10-11T04:40:12.923Z,"9km SSE of Mammoth Lakes, CA",earthquake,2.29,3.8,0.317,7.0,reviewed,nc,nc,"-118.9271667,37.5666667","Mono County, California, United States","{'county': 'Mono County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T03:43:23.300Z,38.786335,-122.767334,2.27,2.0,md,39.0,68.0,0.01546,0.06,nc,nc73792016,2022-10-11T04:05:12.965Z,"1km NW of The Geysers, CA",earthquake,0.21,0.34,0.08,14.0,automatic,nc,nc,"-122.767334,38.786335","Big Sulphur Creek Road, Sonoma County, California, United States","{'road': 'Big Sulphur Creek Road', 'county': 'Sonoma County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T03:39:49.560Z,17.9338333333333,-66.75,16.6,2.27,md,15.0,176.0,,0.08,pr,pr71376158,2022-10-11T04:40:34.430Z,"7 km SSW of Tallaboa, Puerto Rico",earthquake,0.4,0.5,0.194745610439722,12.0,reviewed,pr,pr,"-66.75,17.9338333333333","Puerto Rico, United States","{'state': 'Puerto Rico', 'ISO3166-2-lvl4': 'US-PR', 'country': 'United States', 'country_code': 'us'}",Puerto Rico,United States
2022-10-11T03:38:57.010Z,38.8341675,-122.8073349,1.82,0.85,md,11.0,148.0,0.01097,0.01,nc,nc73792011,2022-10-11T03:40:31.572Z,"7km W of Cobb, CA",earthquake,0.43,0.68,,1.0,automatic,nc,nc,"-122.8073349,38.8341675","Lake County, California, United States","{'county': 'Lake County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T03:36:11.870Z,60.432,-152.762333333333,11.41,-0.4,ml,7.0,176.0,,0.09,av,av91074258,2022-10-12T00:47:54.500Z,"74 km NW of Ninilchik, Alaska",earthquake,0.62,0.45,0.212084094963928,7.0,reviewed,av,av,"-152.762333333333,60.432","Kenai Peninsula, Alaska, United States","{'county': 'Kenai Peninsula', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-11T03:34:59.600Z,33.263,-116.4173333,5.12,0.56,ml,24.0,144.0,0.005188,0.17,ci,ci40358952,2022-10-12T17:57:51.180Z,"4km WNW of Borrego Springs, CA",earthquake,0.3,0.22,0.093,12.0,reviewed,ci,ci,"-116.4173333,33.263","Panoramic Overlook Trail, San Diego County, California, United States","{'road': 'Panoramic Overlook Trail', 'county': 'San Diego County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T03:34:59.180Z,33.6211667,-116.6766667,12.21,-0.23,ml,9.0,91.0,0.07111,0.07,ci,ci37455644,2022-10-12T18:03:13.049Z,"7km N of Anza, CA",earthquake,0.3,0.59,0.024,1.0,reviewed,ci,ci,"-116.6766667,33.6211667","Thomas Mountain Road, Riverside County, California, 92361, United States","{'road': 'Thomas Mountain Road', 'county': 'Riverside County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '92361', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T03:28:07.820Z,37.5596667,-118.8626667,3.12,0.07,md,11.0,250.0,0.04037,0.03,nc,nc73792006,2022-10-11T04:38:12.631Z,"13km SE of Mammoth Lakes, CA",earthquake,0.76,1.5,0.187,9.0,reviewed,nc,nc,"-118.8626667,37.5596667","Mono County, California, United States","{'county': 'Mono County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T03:20:03.840Z,62.9501,-150.19,73.5,2.0,ml,,,,0.5,ak,ak022d1qj5og,2022-10-11T03:22:12.828Z,Central Alaska,earthquake,,1.1,,,automatic,ak,ak,"-150.19,62.9501","Matanuska-Susitna, Alaska, United States","{'county': 'Matanuska-Susitna', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-11T03:18:03.150Z,38.8120003,-122.8208313,2.7,0.35,md,7.0,101.0,0.01414,0.01,nc,nc73792001,2022-10-11T03:19:37.206Z,"7km NW of The Geysers, CA",earthquake,0.49,1.22,,1.0,automatic,nc,nc,"-122.8208313,38.8120003","Sonoma County, CAL Fire Northern Region, California, United States","{'county': 'Sonoma County', 'state_district': 'CAL Fire Northern Region', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T03:17:01.540Z,17.9363333333333,-67.0086666666667,5.29,2.14,md,6.0,234.0,,0.05,pr,pr71376148,2022-10-11T04:49:43.390Z,"5 km SE of La Parguera, Puerto Rico",earthquake,0.41,0.53,0.125541704715169,5.0,reviewed,pr,pr,"-67.0086666666667,17.9363333333333","Puerto Rico, United States","{'state': 'Puerto Rico', 'ISO3166-2-lvl4': 'US-PR', 'country': 'United States', 'country_code': 'us'}",Puerto Rico,United States
2022-10-11T03:05:36.830Z,18.8171,-64.3688,25.0,3.81,md,29.0,214.0,0.7492,0.17,pr,pr2022284001,2022-10-11T21:52:56.040Z,"70 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,0.72,9.73,0.26,16.0,reviewed,pr,pr,"-64.3688,18.8171",British Virgin Islands,"{'country': 'British Virgin Islands', 'country_code': 'vg'}",,British Virgin Islands
2022-10-11T02:59:49.350Z,33.6256667,-116.6816667,12.87,0.19,ml,13.0,67.0,0.04362,0.05,ci,ci40358936,2022-10-12T17:42:05.892Z,"8km N of Anza, CA",earthquake,0.21,0.36,0.116,4.0,reviewed,ci,ci,"-116.6816667,33.6256667","Thomas Mountain Bike Trail, Riverside County, California, 92361, United States","{'road': 'Thomas Mountain Bike Trail', 'county': 'Riverside County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '92361', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T02:56:59.396Z,61.5082,-146.4336,54.1,1.6,ml,,,,0.85,ak,ak022d1q5k4z,2022-10-11T02:58:36.783Z,Southern Alaska,earthquake,,0.8,,,automatic,ak,ak,"-146.4336,61.5082","Copper River, Alaska, United States","{'county': 'Copper River', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-11T02:43:59.890Z,37.5626667,-118.8626667,3.91,1.69,md,23.0,103.0,0.03817,0.03,nc,nc73791991,2022-10-11T20:35:13.799Z,"13km SE of Mammoth Lakes, CA",earthquake,0.25,0.59,0.16,20.0,reviewed,nc,nc,"-118.8626667,37.5626667","Mono County, California, United States","{'county': 'Mono County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T02:33:41.850Z,18.8973,-64.5553,29.0,3.49,md,11.0,294.0,0.6767,0.61,pr,pr2022284000,2022-10-11T03:47:36.932Z,"67 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,3.02,18.74,0.02,5.0,reviewed,pr,pr,"-64.5553,18.8973",,0,0,0
2022-10-11T02:31:52.500Z,35.9345,-97.89383333,5.97,0.85,ml,23.0,121.0,0.07918446131,0.13,ok,ok2022txgj,2022-10-12T12:56:35.818Z,"5 km SSE of Dover, Oklahoma",earthquake,,0.6,0.28,11.0,reviewed,ok,ok,"-97.89383333,35.9345","Kingfisher County, Oklahoma, United States","{'county': 'Kingfisher County', 'state': 'Oklahoma', 'ISO3166-2-lvl4': 'US-OK', 'country': 'United States', 'country_code': 'us'}",Oklahoma,United States
2022-10-11T02:25:00.072Z,59.7281,-135.5558,0.0,2.8,ml,,,,0.84,ak,ak022d1pysd3,2022-10-11T21:34:56.040Z,"33 km NNW of Skagway, Alaska",earthquake,,0.4,,,automatic,ak,ak,"-135.5558,59.7281","Skagway, Alaska, 99840, United States","{'county': 'Skagway', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'postcode': '99840', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-11T02:16:34.166Z,53.2185,-166.9259,51.26,4.7,mb,59.0,136.0,0.577,0.72,us,us6000islv,2022-10-11T21:33:26.040Z,"77 km SSW of Unalaska, Alaska",earthquake,4.7,6.337,0.059,89.0,reviewed,us,us,"-166.9259,53.2185",,0,0,0
2022-10-11T02:15:53.107Z,59.7043,-151.0148,46.0,3.7,ml,,,,0.68,ak,ak022d1pwr8z,2022-10-12T04:18:37.359Z,"Kenai Peninsula, Alaska",earthquake,,0.2,,,reviewed,ak,ak,"-151.0148,59.7043","Kenai Peninsula, Alaska, United States","{'county': 'Kenai Peninsula', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-11T02:14:52.824Z,61.1802,-148.0408,8.0,1.3,ml,,,,1.42,ak,ak022d1pwjid,2022-10-11T02:17:17.140Z,"56 km SE of Knik River, Alaska",earthquake,,0.3,,,automatic,ak,ak,"-148.0408,61.1802","Unorganized Borough, Alaska, United States","{'county': 'Unorganized Borough', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-11T02:09:36.570Z,37.3106651,-121.6766663,7.27,2.11,md,56.0,39.0,0.04117,0.07,nc,nc73791981,2022-10-11T02:51:11.520Z,"15km E of Seven Trees, CA",earthquake,0.12,0.32,0.18,54.0,automatic,nc,nc,"-121.6766663,37.3106651","Foothill Trail, Santa Clara County, California, 95140, United States","{'road': 'Foothill Trail', 'county': 'Santa Clara County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '95140', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T02:02:05.460Z,40.656,-122.2378333,12.36,1.45,md,6.0,117.0,0.04219,0.11,nc,nc73791976,2022-10-11T20:11:11.651Z,"2km NNW of Bella Vista, CA",earthquake,0.66,0.7,0.152,5.0,reviewed,nc,nc,"-122.2378333,40.656","Dry Creek Road, Shasta County, California, 96008, United States","{'road': 'Dry Creek Road', 'county': 'Shasta County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'postcode': '96008', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T02:00:34.409Z,35.11966667,-97.74483333,5.8,1.2,ml,62.0,38.0,0.08908251897,0.37,ok,ok2022txfi,2022-10-12T13:42:57.012Z,"8 km WSW of Blanchard, Oklahoma",earthquake,,0.7,0.3,21.0,reviewed,ok,ok,"-97.74483333,35.11966667","Grady County, Oklahoma, United States","{'county': 'Grady County', 'state': 'Oklahoma', 'ISO3166-2-lvl4': 'US-OK', 'country': 'United States', 'country_code': 'us'}",Oklahoma,United States
2022-10-11T01:45:52.620Z,44.7723333,-110.8083333,2.15,0.18,md,4.0,182.0,0.03402,0.11,uu,uu60519942,2022-10-11T14:35:36.480Z,"24 km SSW of Mammoth, Wyoming",earthquake,0.76,7.27,0.101,3.0,reviewed,uu,uu,"-110.8083333,44.7723333","Park County, Wyoming, United States","{'county': 'Park County', 'state': 'Wyoming', 'ISO3166-2-lvl4': 'US-WY', 'country': 'United States', 'country_code': 'us'}",Wyoming,United States
2022-10-11T01:44:59.400Z,60.4308333333333,-152.766833333333,11.28,-0.04,ml,7.0,168.0,,0.09,av,av91693246,2022-10-12T00:33:57.760Z,"74 km NW of Ninilchik, Alaska",earthquake,0.65,0.48,0.194596941544685,7.0,reviewed,av,av,"-152.766833333333,60.4308333333333","Kenai Peninsula, Alaska, United States","{'county': 'Kenai Peninsula', 'state': 'Alaska', 'ISO3166-2-lvl4': 'US-AK', 'country': 'United States', 'country_code': 'us'}",Alaska,United States
2022-10-11T01:29:27.260Z,33.4936667,-116.4923333,14.33,0.45,ml,15.0,141.0,0.06308,0.14,ci,ci40358928,2022-10-12T17:38:35.712Z,"18km ESE of Anza, CA",earthquake,0.48,0.66,0.155,6.0,reviewed,ci,ci,"-116.4923333,33.4936667","Riverside County, California, United States","{'county': 'Riverside County', 'state': 'California', 'ISO3166-2-lvl4': 'US-CA', 'country': 'United States', 'country_code': 'us'}",California,United States
2022-10-11T01:12:59.822Z,36.7329,-116.1855,7.7,-0.5,ml,13.0,84.32,0.022,0.056,nn,nn00849007,2022-10-11T17:18:58.812Z,California-Nevada border region,earthquake,,0.8,0.44,5.0,reviewed,nn,nn,"-116.1855,36.7329","Nye County, Nevada, United States","{'county': 'Nye County', 'state': 'Nevada', 'ISO3166-2-lvl4': 'US-NV', 'country': 'United States', 'country_code': 'us'}",Nevada,United States
